image_path,true_label,model,target_object,top_prediction,top_prediction_confidence,matched_label,mapped,confidence,threshold,success,processing_time_ms
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,book,notebook,0.5321,notebook,True,0.5321,0.4,True,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,bottle,notebook,0.5321,,False,0.5321,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,cup,notebook,0.5321,,False,0.5321,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,keyboard,notebook,0.5321,computer keyboard,True,0.0184,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,laptop,notebook,0.5321,notebook computer,True,0.5321,0.4,True,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,mouse,notebook,0.5321,,False,0.5321,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,remote control,notebook,0.5321,,False,0.5321,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_03.jpg,laptop,resnet,toothbrush,notebook,0.5321,,False,0.5321,0.4,False,49.04
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,book,notebook,0.4943,notebook,True,0.4943,0.4,True,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,bottle,notebook,0.4943,,False,0.4943,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,cup,notebook,0.4943,,False,0.4943,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,keyboard,notebook,0.4943,computer keyboard,True,0.0043,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,laptop,notebook,0.4943,notebook computer,True,0.4943,0.4,True,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,mouse,notebook,0.4943,computer mouse,True,0.0097,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,remote control,notebook,0.4943,radio,True,0.0039,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_04.jpg,laptop,resnet,toothbrush,notebook,0.4943,,False,0.4943,0.4,False,57.2
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,book,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,bottle,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,cup,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,keyboard,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,laptop,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,mouse,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,remote control,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_05.jpg,laptop,resnet,toothbrush,hammer,0.2207,,False,0.2207,0.4,False,53.75
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,book,notebook,0.5682,notebook,True,0.5682,0.4,True,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,bottle,notebook,0.5682,,False,0.5682,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,cup,notebook,0.5682,,False,0.5682,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,keyboard,notebook,0.5682,computer keyboard,True,0.0013,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,laptop,notebook,0.5682,notebook computer,True,0.5682,0.4,True,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,mouse,notebook,0.5682,computer mouse,True,0.0115,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,remote control,notebook,0.5682,,False,0.5682,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_06.jpg,laptop,resnet,toothbrush,notebook,0.5682,,False,0.5682,0.4,False,69.35
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,book,notebook,0.726,notebook,True,0.726,0.4,True,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,bottle,notebook,0.726,,False,0.726,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,cup,notebook,0.726,,False,0.726,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,keyboard,notebook,0.726,computer keyboard,True,0.0729,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,laptop,notebook,0.726,notebook computer,True,0.726,0.4,True,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,mouse,notebook,0.726,computer mouse,True,0.0171,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,remote control,notebook,0.726,hand-held computer,True,0.0146,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_07.jpg,laptop,resnet,toothbrush,notebook,0.726,,False,0.726,0.4,False,76.01
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,book,laptop,0.6726,notebook,True,0.2833,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,bottle,laptop,0.6726,,False,0.6726,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,cup,laptop,0.6726,,False,0.6726,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,keyboard,laptop,0.6726,space bar,True,0.0232,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,laptop,laptop,0.6726,laptop,True,0.6726,0.4,True,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,mouse,laptop,0.6726,computer mouse,True,0.0054,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,remote control,laptop,0.6726,hand-held computer,True,0.0004,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_08.jpg,laptop,resnet,toothbrush,laptop,0.6726,,False,0.6726,0.4,False,75.24
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,book,notebook,0.6478,notebook,True,0.6478,0.4,True,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,bottle,notebook,0.6478,,False,0.6478,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,cup,notebook,0.6478,,False,0.6478,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,keyboard,notebook,0.6478,space bar,True,0.0765,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,laptop,notebook,0.6478,notebook computer,True,0.6478,0.4,True,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,mouse,notebook,0.6478,computer mouse,True,0.0026,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,remote control,notebook,0.6478,hand-held computer,True,0.0051,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_09.jpg,laptop,resnet,toothbrush,notebook,0.6478,,False,0.6478,0.4,False,70.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,book,tray,0.1883,envelope,True,0.1219,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,bottle,tray,0.1883,,False,0.1883,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,cup,tray,0.1883,,False,0.1883,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,keyboard,tray,0.1883,,False,0.1883,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,laptop,tray,0.1883,mouse,True,0.0156,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,mouse,tray,0.1883,mouse,True,0.0156,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,remote control,tray,0.1883,,False,0.1883,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\laptop\laptop_10.jpg,laptop,resnet,toothbrush,tray,0.1883,,False,0.1883,0.4,False,69.57
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,book,mouse,0.9669,,False,0.9669,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,bottle,mouse,0.9669,pill bottle,True,0.0008,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,cup,mouse,0.9669,cup,True,0.0006,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,keyboard,mouse,0.9669,,False,0.9669,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,laptop,mouse,0.9669,mouse,True,0.9669,0.4,True,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,mouse,mouse,0.9669,computer mouse,True,0.9669,0.4,True,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,remote control,mouse,0.9669,remote control,True,0.0024,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_01.jpg,mouse,resnet,toothbrush,mouse,0.9669,,False,0.9669,0.4,False,75.55
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,book,mouse,0.9809,,False,0.9809,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,bottle,mouse,0.9809,,False,0.9809,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,cup,mouse,0.9809,,False,0.9809,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,keyboard,mouse,0.9809,,False,0.9809,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,laptop,mouse,0.9809,mouse,True,0.9809,0.4,True,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,mouse,mouse,0.9809,computer mouse,True,0.9809,0.4,True,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,remote control,mouse,0.9809,modem,True,0.0011,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_02.jpg,mouse,resnet,toothbrush,mouse,0.9809,,False,0.9809,0.4,False,58.45
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,book,mouse,0.9816,,False,0.9816,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,bottle,mouse,0.9816,,False,0.9816,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,cup,mouse,0.9816,,False,0.9816,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,keyboard,mouse,0.9816,computer keyboard,True,0.0009,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,laptop,mouse,0.9816,mouse,True,0.9816,0.4,True,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,mouse,mouse,0.9816,computer mouse,True,0.9816,0.4,True,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,remote control,mouse,0.9816,remote control,True,0.0142,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_03.jpg,mouse,resnet,toothbrush,mouse,0.9816,,False,0.9816,0.4,False,66.27
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,book,mouse,0.9783,,False,0.9783,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,bottle,mouse,0.9783,,False,0.9783,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,cup,mouse,0.9783,,False,0.9783,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,keyboard,mouse,0.9783,computer keyboard,True,0.0013,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,laptop,mouse,0.9783,mouse,True,0.9783,0.4,True,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,mouse,mouse,0.9783,computer mouse,True,0.9783,0.4,True,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,remote control,mouse,0.9783,remote control,True,0.0041,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_04.jpg,mouse,resnet,toothbrush,mouse,0.9783,soap dispenser,True,0.0012,0.4,False,63.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,book,mouse,0.4246,,False,0.4246,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,bottle,mouse,0.4246,,False,0.4246,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,cup,mouse,0.4246,,False,0.4246,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,keyboard,mouse,0.4246,,False,0.4246,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,laptop,mouse,0.4246,mouse,True,0.4246,0.4,True,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,mouse,mouse,0.4246,computer mouse,True,0.4246,0.4,True,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,remote control,mouse,0.4246,,False,0.4246,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_05.jpg,mouse,resnet,toothbrush,mouse,0.4246,soap dispenser,True,0.018,0.4,False,54.3
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,book,mouse,0.9917,,False,0.9917,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,bottle,mouse,0.9917,,False,0.9917,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,cup,mouse,0.9917,,False,0.9917,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,keyboard,mouse,0.9917,computer keyboard,True,0.0004,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,laptop,mouse,0.9917,mouse,True,0.9917,0.4,True,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,mouse,mouse,0.9917,computer mouse,True,0.9917,0.4,True,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,remote control,mouse,0.9917,remote control,True,0.0024,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_06.jpg,mouse,resnet,toothbrush,mouse,0.9917,,False,0.9917,0.4,False,51.93
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,book,mouse,0.4636,,False,0.4636,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,bottle,mouse,0.4636,,False,0.4636,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,cup,mouse,0.4636,,False,0.4636,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,keyboard,mouse,0.4636,computer keyboard,True,0.0121,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,laptop,mouse,0.4636,mouse,True,0.4636,0.4,True,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,mouse,mouse,0.4636,computer mouse,True,0.4636,0.4,True,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,remote control,mouse,0.4636,switch,True,0.1974,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_07.jpg,mouse,resnet,toothbrush,mouse,0.4636,,False,0.4636,0.4,False,61.79
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,book,mouse,0.9132,,False,0.9132,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,bottle,mouse,0.9132,,False,0.9132,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,cup,mouse,0.9132,,False,0.9132,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,keyboard,mouse,0.9132,computer keyboard,True,0.0038,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,laptop,mouse,0.9132,mouse,True,0.9132,0.4,True,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,mouse,mouse,0.9132,computer mouse,True,0.9132,0.4,True,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,remote control,mouse,0.9132,switch,True,0.021,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_08.jpg,mouse,resnet,toothbrush,mouse,0.9132,,False,0.9132,0.4,False,61.95
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,book,mouse,0.9799,,False,0.9799,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,bottle,mouse,0.9799,,False,0.9799,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,cup,mouse,0.9799,,False,0.9799,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,keyboard,mouse,0.9799,computer keyboard,True,0.0002,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,laptop,mouse,0.9799,mouse,True,0.9799,0.4,True,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,mouse,mouse,0.9799,computer mouse,True,0.9799,0.4,True,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,remote control,mouse,0.9799,remote control,True,0.0123,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_09.jpg,mouse,resnet,toothbrush,mouse,0.9799,,False,0.9799,0.4,False,57.37
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,book,mouse,0.9253,,False,0.9253,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,bottle,mouse,0.9253,,False,0.9253,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,cup,mouse,0.9253,,False,0.9253,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,keyboard,mouse,0.9253,computer keyboard,True,0.0029,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,laptop,mouse,0.9253,mouse,True,0.9253,0.4,True,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,mouse,mouse,0.9253,computer mouse,True,0.9253,0.4,True,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,remote control,mouse,0.9253,remote control,True,0.0216,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\mouse\mouse_10.jpg,mouse,resnet,toothbrush,mouse,0.9253,,False,0.9253,0.4,False,59.8
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,book,remote control,0.9029,,False,0.9029,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,bottle,remote control,0.9029,,False,0.9029,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,cup,remote control,0.9029,,False,0.9029,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,keyboard,remote control,0.9029,,False,0.9029,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,laptop,remote control,0.9029,mouse,True,0.0129,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,mouse,remote control,0.9029,remote control,True,0.9029,0.4,True,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,remote control,remote control,0.9029,remote control,True,0.9029,0.4,True,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_01.jpg,remote control,resnet,toothbrush,remote control,0.9029,,False,0.9029,0.4,False,54.59
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,book,remote control,0.9628,,False,0.9628,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,bottle,remote control,0.9628,,False,0.9628,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,cup,remote control,0.9628,,False,0.9628,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,keyboard,remote control,0.9628,,False,0.9628,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,laptop,remote control,0.9628,mouse,True,0.0029,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,mouse,remote control,0.9628,remote control,True,0.9628,0.4,True,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,remote control,remote control,0.9628,remote control,True,0.9628,0.4,True,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_02.jpg,remote control,resnet,toothbrush,remote control,0.9628,,False,0.9628,0.4,False,64.32
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,book,remote control,0.4611,,False,0.4611,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,bottle,remote control,0.4611,,False,0.4611,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,cup,remote control,0.4611,,False,0.4611,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,keyboard,remote control,0.4611,,False,0.4611,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,laptop,remote control,0.4611,modem,True,0.0176,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,mouse,remote control,0.4611,remote control,True,0.4611,0.4,True,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,remote control,remote control,0.4611,remote control,True,0.4611,0.4,True,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_03.jpg,remote control,resnet,toothbrush,remote control,0.4611,,False,0.4611,0.4,False,70.63
C:\Users\user\Documents\?¥ì‹¤1\test_images\remote_control\remote_control_04.jpg,remote control,resnet,book,remote control,0.7388,,False,0.7388,0.4,False,68.67
